Variable,FH,PICP,ACE,PINAW,CRPS
S0,1,82.20122211169533,2.20122211169533,51.759768238091254,33.61077497991685
S0,2,81.65281034605273,1.652810346052732,66.25607366777376,41.213662023548466
S0,3,81.86469584991472,1.8646958499147246,75.76675227392819,46.13838759106361
S0,4,81.91315471537204,1.9131547153720447,82.19220128981219,50.072066705802385
S0,5,81.2366737739872,1.2366737739872065,86.81237747895693,53.514605904067515
S1,1,82.16569560892427,2.165695608924267,51.7157857958505,33.60129497680231
S1,2,81.84466709301499,1.8446670930149907,66.32921061842801,41.11825974746338
S1,3,82.30528709494031,2.3052870949403115,75.92455490697708,45.949732276938505
S1,4,81.99843650060407,1.9984365006040719,81.867631550856,49.768523930651405
S1,5,81.32906894100924,1.3290689410092398,86.35714218603273,53.13757118459761
S2,1,82.0804320022737,2.080432002273696,51.78737706742601,33.67801881201258
S2,2,81.8162438712428,1.8162438712428042,66.01256549769032,41.025165111706634
S2,3,82.1915861284821,2.1915861284821005,75.07209757468118,45.65887947476849
S2,4,82.04818420865611,2.04818420865611,81.31738995797745,49.464454570127536
S2,5,81.4498933901919,1.449893390191903,86.03144795166338,52.870233223212225
S3,1,82.15148500781582,2.151485007815822,51.983494594192145,33.754285157640375
S3,2,81.86598450934413,1.8659845093441305,65.82943075600858,41.01042878073386
S3,3,82.03524729960205,2.035247299602048,74.54045413880128,45.453933939526245
S3,4,82.02686376234809,2.0268637623480856,80.78802537796066,49.259252530729945
S3,5,81.54228855721392,1.5422885572139222,85.78262737026733,52.66817666585726
S4,1,82.20122211169533,2.20122211169533,52.19927479994342,33.863323455347796
S4,2,81.82334967668585,1.8233496766858508,65.68828914524825,41.05766380744886
S4,3,82.17026719727117,2.1702671972711727,74.19423246084045,45.33441748159075
S4,4,81.99843650060407,1.9984365006040719,80.21053211821267,49.07897606995031
S4,5,81.59914712153518,1.5991471215351822,85.5159740819324,52.44619742751099
S5,1,82.25095921557481,2.2509592155748095,52.339197465196385,33.926202786725014
S5,2,81.80913806579976,1.8091380657997576,65.64648448762506,41.1096547709428
S5,3,82.10631040363843,2.1063104036384317,74.15383611811997,45.30680953908304
S5,4,81.92736834624405,1.9273683462440516,79.81618256935248,48.9570485951902
S5,5,81.48542999289268,1.4854299928926764,85.07888990352835,52.29813554528031
S6,1,82.15859030837004,2.1585903083700373,52.22295035114995,33.96130988624299
S6,2,81.87309031478718,1.8730903147871771,65.63003621077796,41.173442887909964
S6,3,82.22001137009664,2.2200113700966426,74.18045935394262,45.330312386262946
S6,4,81.93447516168006,1.934475161680055,79.56329624858198,48.86955341721271
S6,5,81.5636105188344,1.5636105188343947,84.73404444897722,52.15752047919648
S7,1,82.30069631945432,2.3006963194543175,52.368269096994226,34.04153053179316
S7,2,81.97257159098984,1.972571590989844,65.6331794901203,41.27645769662095
S7,3,82.2839681637294,2.283968163729398,74.00514374330271,45.35083618024227
S7,4,81.87051382275602,1.870513822756024,79.24437111818492,48.79285110904065
S7,5,81.62046908315565,1.6204690831556547,84.69815540688815,52.10491013819751
S8,1,82.30069631945432,2.3006963194543175,52.296219941968936,34.06492668042878
S8,2,82.08626447807859,2.08626447807859,65.80850480200152,41.373076147988655
S8,3,82.19869243888573,2.198692438885729,73.55783059465156,45.31301282784604
S8,4,81.87762063819203,1.8776206381920275,78.98263367934254,48.69673395987296
S8,5,81.59914712153518,1.5991471215351822,84.34936262185867,51.990860912614174
S9,1,82.32201222111696,2.322012221116964,52.49469818159432,34.14200544572174
S9,2,82.12179350529382,2.121793505293823,65.79351188771656,41.43894707780767
S9,3,82.11341671404206,2.11341671404206,73.47072859298744,45.353157106032725
S9,4,81.86340700732002,1.8634070073200206,78.67881707714088,48.66915845637833
S9,5,81.62046908315565,1.6204690831556547,84.09840620121037,51.939162988202135
S10,1,82.43569702998437,2.435697029984368,52.68218359896692,34.18762110951345
S10,2,81.93704256377461,1.937042563774611,65.78925821413702,41.51114530376272
S10,3,82.08499147242752,2.084991472427518,73.36678649732136,45.363291918873664
S10,4,81.72837751403597,1.7283775140359694,78.5057577045327,48.662403472081024
S10,5,81.60625444207533,1.6062544420753255,83.97809413949764,51.910952906105344
S11,1,82.62754014494813,2.627540144948128,52.9289488958209,34.27516402381726
S11,2,82.01520642364812,2.0152064236481237,65.8695772509852,41.5711943678129
S11,3,82.21290505969301,2.212905059693014,73.61388570188356,45.441796782364854
S11,4,81.72127069859995,1.7212706985999517,78.53685292257472,48.701028781283995
S11,5,81.53518123667376,1.5351812366737647,83.63656762364312,51.825907913904715
S12,1,82.7199090521529,2.7199090521529,52.969883239859314,34.34558407345942
S12,2,81.95125417466069,1.95125417466069,65.75507496932059,41.63834832355487
S12,3,82.07077885162025,2.070778851620247,73.4312715798494,45.49259912545766
S12,4,81.67862980598393,1.678629805983931,78.48836729323394,48.72543110989023
S12,5,81.57782515991471,1.5778251599147097,83.42032924948658,51.81799868405758
B1,1,85.9386102032116,5.938610203211596,56.563307889642076,35.369804881276984
B1,2,85.68180203226035,5.68180203226035,73.1085024130087,43.904061879048704
B1,3,85.32546901648665,5.32546901648665,81.3573743621376,48.74874996464494
B1,4,84.50714234951319,4.507142349513188,86.68646798211303,52.415952557018215
B1,5,84.00852878464818,4.008528784648178,90.86358927776891,55.54032633576873
B2,1,84.26175927241722,4.261759272417223,52.78071526421555,34.732758318396144
B2,2,83.5855894265615,3.585589426561498,68.2984082262541,43.21520938939385
B2,3,83.70523024445707,3.70523024445707,77.85130522256014,48.15173522346105
B2,4,83.02892473882453,3.0289247388245286,83.52317764027585,51.90017515159361
B2,5,82.74342572850036,2.7434257285003554,88.07536383365957,55.032256331590524
B3,1,82.83359386102032,2.8335938610203186,50.424369655264975,34.32724069912035
B3,2,82.22127478149648,2.2212747814964757,65.74465174442852,42.785819406585745
B3,3,82.86668561682774,2.8666856168277377,75.82206984688415,47.816257866363244
B3,4,82.12635917845213,2.126359178452134,81.3094633412076,51.43760626999489
B3,5,81.91186922530206,1.9118692253020555,86.32990436698499,54.6694497002194
B4,1,82.67727724882764,2.677277248827636,50.34073830714251,34.28877856028658
B4,2,82.06494706174945,2.06494706174945,65.15331097092752,42.67591611084509
B4,3,82.72455940875497,2.7245594087549705,75.28098481284641,47.701277147973215
B4,4,82.13346599388814,2.1334659938881373,80.93044099832787,51.37122046026359
B4,5,81.82658137882018,1.8265813788201797,85.58246107473848,54.58814946150602
B5,1,83.21728009094784,3.2172800909478383,51.027203187681124,34.39877662361353
B5,2,82.76842180061111,2.768421800611108,65.97857427986565,42.759269712320965
B5,3,83.12961910176236,3.1296191017623585,76.01137308615519,47.796339983287986
B5,4,82.61672944353636,2.6167294435363573,81.59464078751076,51.45942553415333
B5,5,82.35252309879175,2.3525230987917496,86.14456193252883,54.63643949328087
B6,1,83.28122779593576,3.281227795935763,51.26565910638885,34.42074393615719
B6,2,82.80395082782633,2.803950827826327,66.06607300824614,42.766613270632774
B6,3,83.31438317225697,3.314383172256967,76.0657033402065,47.829801551071895
B6,4,82.56698173548433,2.566981735484333,81.26333547302521,51.410587610069335
B6,5,82.54442075337597,2.5444207533759737,86.084266084296,54.61312522343318
B7,1,83.089384680972,3.089384680972003,50.94450186605012,34.387548709663406
B7,2,82.47708377744617,2.4770837774461683,65.50004986947413,42.65651622736805
B7,3,82.85957930642411,2.8595793064241093,75.85173481473537,47.742349437305464
B7,4,82.39641816502026,2.3964181650202647,80.88325930960568,51.37031244843693
B7,5,82.30987917555082,2.309879175550819,85.78333286538447,54.55922060257709
B8,1,82.94017336933352,2.9401733693335217,50.986185283091714,34.429672446647764
B8,2,82.24969800326866,2.249698003268662,65.08409680480172,42.60816132500043
B8,3,82.86668561682774,2.8666856168277377,75.62384856784644,47.714921865881685
B8,4,82.33245682609622,2.3324568260962195,80.54799432705695,51.2868669278796
B8,5,82.11087420042644,2.110874200426437,85.61513631391782,54.52232131679541
B9,1,82.97569987210458,2.9756998721045846,51.21514119054995,34.41659017854545
B9,2,82.48418958288923,2.484189582889229,65.5887455799174,42.67391047298606
B9,3,83.03013075611143,3.030130756111433,75.67876601768123,47.71295414730474
B9,4,82.46748631938028,2.467486319380285,80.91132430125278,51.35015899696452
B9,5,82.11087420042644,2.110874200426437,85.55931914377913,54.52617236958709
B10,1,83.10359528208043,3.103595282080434,51.36872754364597,34.44363010405581
B10,2,82.77552760605414,2.7755276060541405,66.11550883038453,42.77287659664196
B10,3,83.10119386014782,3.1011938601478164,76.02839197082395,47.7928628306215
B10,4,82.62383625897235,2.6238362589723465,81.37128073337593,51.42354045369824
B10,5,82.21748400852879,2.2174840085287855,85.77503398834018,54.560833569774
B11,1,83.1391217848515,3.139121784851497,51.55910738335251,34.45932921767126
B11,2,82.69025794073758,2.690257940737581,66.21400058887093,42.80020504638049
B11,3,83.0443433769187,3.044343376918704,76.11659194030263,47.833880811586816
B11,4,82.7375453059484,2.7375453059484016,81.47147687631444,51.474473502370614
B11,5,81.99004975124377,1.9900497512437738,85.63504446026568,54.58579604811032
B12,1,82.99701577376723,2.997015773767231,51.44345117721787,34.444753109764925
B12,2,82.65472891352235,2.654728913522348,66.27670210520195,42.81379302965065
B12,3,83.00170551449688,3.0017055144968765,75.95040198569724,47.825716716918
B12,4,82.59540899722833,2.5954089972283327,81.39222114373152,51.458275855972246
B12,5,81.88343994314144,1.8834399431414397,85.50919949430661,54.58609993036539
C1,1,82.58490834162285,2.5849083416228495,49.79741637288823,33.645901801765085
C1,2,82.04362964542031,2.0436296454203102,64.60345236503593,41.84449521643445
C1,3,81.85048322910745,1.8504832291074536,74.79095383579987,47.064218371998344
C1,4,81.51517305095587,1.515173050955866,80.96676090188954,50.88265470759046
C1,5,81.20824449182659,1.2082444918265907,85.82705910545356,53.94255042096277
C2,1,82.54938183885179,2.5493818388517866,49.19158349882113,33.551220448316535
C2,2,81.85887870390108,1.858878703901084,63.485412450617986,41.756863829825484
C2,3,81.70125071063103,1.7012507106310295,73.72003285660782,46.92035388250416
C2,4,81.48674578921185,1.4867457892118523,80.08755934431532,50.73726137063103
C2,5,80.8955223880597,0.8955223880597032,84.82529016232543,53.7803681254134
C3,1,82.4072758277675,2.4072758277675064,48.579488646646844,33.505889061362346
C3,2,81.67412776238187,1.6741277623818718,62.65302850360969,41.66625297847914
C3,3,81.48806139852188,1.4880613985218787,72.3536939573703,46.77864068821696
C3,4,81.23800724895175,1.238007248951746,78.99463645867218,50.57372659156064
C3,5,80.76759061833688,0.7675906183368824,83.6406416487495,53.64451023317928
C4,1,82.33622282222538,2.3362228222253805,48.167823396273086,33.46677815622305
C4,2,81.51069423719179,1.5106942371917853,61.95917656842184,41.60725461025591
C4,3,81.38857305287095,1.388573052870953,71.30699154077062,46.65802630626529
C4,4,81.03901641674366,1.0390164167436637,77.94916939345721,50.4592119189727
C4,5,80.7178393745558,0.717839374555794,82.81710216028121,53.533166803635666
C5,1,82.38595992610487,2.3859599261048743,48.139439772866666,33.44422586497919
C5,2,81.42542457187523,1.4254245718752259,61.68917484884232,41.56908208399153
C5,3,81.4169982944855,1.416998294485495,70.95655820790394,46.57905800134609
C5,4,81.05323004761567,1.0532300476156706,77.49393462110909,50.36930034608439
C5,5,80.57569296375266,0.5756929637526582,82.39845016622036,53.45303251257126
C6,1,82.3433281227796,2.343328122779596,47.98290895032233,33.42724038765441
C6,2,81.42542457187523,1.4254245718752259,61.57525952767848,41.555510291812816
C6,3,81.35304150085275,1.353041500852754,70.60065759406062,46.52379695048863
C6,4,81.03190960130765,1.031909601307646,77.20335966242409,50.296580193908554
C6,5,80.56147832267236,0.5614783226723574,81.97431395685653,53.355391514027474
C7,1,82.37174932499644,2.3717493249964434,47.838652997458766,33.41705961945499
C7,2,81.35436651744476,1.3543665174447597,61.571647988943944,41.55029495652218
C7,3,81.26065946560546,1.2606594656054568,70.10484607047293,46.46947406320135
C7,4,80.86134603084358,0.8613460308435776,76.6487925967789,50.23807013897256
C7,5,80.43354655294954,0.4335465529495366,81.23726388033455,53.28175341492727
C8,1,82.43569702998437,2.435697029984368,47.89821429168336,33.43403905309798
C8,2,81.24777943579905,1.2477794357990462,61.32517247487536,41.539809512907304
C8,3,81.20380898237634,1.2038089823763443,69.68890627464944,46.43042244708173
C8,4,80.73342335299553,0.7334233529955299,76.0782857632688,50.176349380667034
C8,5,80.18479033404407,0.18479033404406664,80.67253894712087,53.18383852067132
C9,1,82.30069631945432,2.3006963194543175,47.73965909320989,33.441372562840236
C9,2,81.16250977048249,1.1625097704824867,60.92869022339274,41.51899758128872
C9,3,81.12563956793633,1.1256395679363322,69.35510386527,46.374885850960254
C9,4,80.76185061473954,0.7618506147395436,75.77994911336286,50.124460689522216
C9,5,80.24164889836531,0.24164889836531245,80.38134146636705,53.108244397515314
C10,1,82.17990621003268,2.1799062100326836,47.62384520921538,33.44855430572481
C10,2,81.14119235415335,1.1411923541533469,60.92605515561582,41.51734667250472
C10,3,81.06878908470722,1.0687890847072197,68.9624222923582,46.34146950232665
C10,4,80.54864615165944,0.5486461516594403,75.10762208391608,50.06100126992151
C10,5,80.14925373134328,0.14925373134327913,79.64197216118627,53.04312990700164
C11,1,82.1372744067074,2.137274406707405,47.44935531624063,33.46717332408422
C11,2,81.21225040858381,1.212250408583813,61.061024997128484,41.50606573442318
C11,3,81.01193860147812,1.0119386014781213,68.56437047750107,46.29444927229993
C11,4,80.57707341340345,0.5770734134034541,74.8763881190326,50.013880951229496
C11,5,80.12082444918266,0.12082444918266333,79.40835706648451,52.978666067221546
C12,1,82.05911610061105,2.0591161006110497,47.34786569154742,33.46829882900452
C12,2,81.09855752149507,1.0985575214950671,60.87920007058843,41.52431106486694
C12,3,80.94087549744174,0.9408754974417377,68.28650928555629,46.2690800672237
C12,4,80.55575296709544,0.5557529670954438,74.66214501234653,49.97715336689691
C12,5,80.17768301350391,0.17768301350390914,79.19556464339716,52.94228054838206
PCA1,1,81.94543129174365,1.9454312917436454,51.928519809143566,33.77191992321437
PCA1,2,81.18382718681163,1.1838271868116266,64.73329767486157,40.93323403344044
PCA1,3,81.03325753268903,1.033257532689035,72.32565572634684,44.864536268450344
PCA1,4,80.63392793689148,0.6339279368914816,77.61742923023337,48.31396643237808
PCA1,5,80.24164889836531,0.24164889836531245,82.93995298458525,51.63232018116399
PCA2,1,82.96859457155038,2.9685945715503834,54.584344677888616,35.10562513786069
PCA2,2,82.06494706174945,2.06494706174945,71.00142728245714,43.88990389074013
PCA2,3,82.29107447413303,2.2910744741330262,80.18877037717452,48.951167368764494
PCA2,4,81.63598891336792,1.6359889133679246,86.08869514601827,52.673867641920225
PCA2,5,81.2366737739872,1.2366737739872065,89.77064504985549,55.68848164686919
PCA3,1,82.94017336933352,2.9401733693335217,54.63745728245606,35.031518128198975
PCA3,2,82.0578412563064,2.0578412563064035,70.47275735089241,43.44452921193072
PCA3,3,81.98550312677658,1.9855031267765781,78.8590999259317,48.34162030599532
PCA3,4,81.62888209793192,1.6288820979319212,85.29196870376367,52.07781492158849
PCA3,5,81.32196162046908,1.3219616204690823,89.25051584710147,55.2307876293011
PCA4,1,82.70569845104447,2.7056984510444693,54.45117314834731,35.04350196278031
PCA4,2,82.22838058693954,2.2283805869395366,71.39117740662016,43.8824659641307
PCA4,3,82.44030699260944,2.440306992609436,80.61438748929076,48.996645218311464
PCA4,4,81.94868879255206,1.948688792552062,85.88795270638788,52.618382997480985
PCA4,5,81.38592750533049,1.3859275053304856,89.4876971376965,55.53615145636922
PCA5,1,83.02543697598408,3.0254369759840785,54.62985575412584,35.07963550417287
PCA5,2,82.21416897605344,2.2141689760534433,71.31306088104891,43.87244515884528
PCA5,3,82.53268902785673,2.5326890278567333,80.76549596615669,49.05665778840456
PCA5,4,81.78523203752398,1.7852320375239827,86.50376581349951,52.75518178463553
PCA5,5,81.13717128642502,1.1371712864250156,89.91686975358117,55.79778212485552
